filepath,ext,type,size,path,ref_date,geo_code,geo_level,file_type,format,projection,geo_coverage,language
lsdr000a17a_f,zip,file, 16.26M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2017/lsdr000a17a_f.zip,NA,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcsd000a16a_e,zip,file, 22.72M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2016/lcsd000a16a_e.zip,2016,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lcsd000a16a_e,zip,file, 22.72M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2016/lcsd000a16a_e.zip,2016,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lsdr000a16a_f,zip,file, 22.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2016/lsdr000a16a_f.zip,2016,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lsdr000a16a_f,zip,file, 22.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2016/lsdr000a16a_f.zip,2016,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcsd000a18a_e,zip,file, 14.99M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2018/lcsd000a18a_e.zip,NA,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lsdr000a18a_f,zip,file, 14.99M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2018/lsdr000a18a_f.zip,NA,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcsd000a19f_e,zip,file, 10.99M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/GDB/lcsd000a19f_e.zip,NA,csd,census subdivision,digital boundary file,NA,projection in Lambert conformal conic,canada,english
lsdr000a19f_f,zip,file, 11M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/GDB/lsdr000a19f_f.zip,NA,sdr,census subdivision,digital boundary file,NA,projection in Lambert conformal conic,canada,french
lsdr000a19a_f,zip,file, 15.04M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/SHP/lsdr000a19a_f.zip,NA,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcsd000a19a_e,zip,file, 15.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/SHP/lcsd000a19a_e.zip,NA,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lct_000a16a_e,zip,file,  7.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CT-SR/lct_000a16a_e.zip,2016,ct_,census tract,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lct_000a16a_e,zip,file,  7.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CT-SR/lct_000a16a_e.zip,2016,ct_,census tract,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lsr_000a16a_f,zip,file,  7.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CT-SR/lsr_000a16a_f.zip,2016,sr_,census tract,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lsr_000a16a_f,zip,file,  7.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CT-SR/lsr_000a16a_f.zip,2016,sr_,census tract,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lad_000a16a_f,zip,file, 64.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DA-AD/lad_000a16a_f.zip,2016,ad_,dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lad_000a16a_f,zip,file, 64.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DA-AD/lad_000a16a_f.zip,2016,ad_,dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lda_000a16a_e,zip,file, 64.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DA-AD/lda_000a16a_e.zip,2016,da_,dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lda_000a16a_e,zip,file, 64.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DA-AD/lda_000a16a_e.zip,2016,da_,dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ldb_000a16a_e,zip,file,210.17M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DB-IB/ldb_000a16a_e.zip,2016,db_,dissemination block,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ldb_000a16a_e,zip,file,210.17M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DB-IB/ldb_000a16a_e.zip,2016,db_,dissemination block,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lid_000a16a_f,zip,file,210.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DB-IB/lid_000a16a_f.zip,2016,id_,NA,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lid_000a16a_f,zip,file,210.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DB-IB/lid_000a16a_f.zip,2016,id_,NA,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
ldpl000a16a_e,zip,file,  1.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DPL-LD/ldpl000a16a_e.zip,2016,dpl,designated place,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ldpl000a16a_e,zip,file,  1.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DPL-LD/ldpl000a16a_e.zip,2016,dpl,designated place,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lld_000a16a_f,zip,file,  1.94M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DPL-LD/lld_000a16a_f.zip,2016,ld_,designated place,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lld_000a16a_f,zip,file,  1.94M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DPL-LD/lld_000a16a_f.zip,2016,ld_,designated place,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
ler_000a16a_e,zip,file,  3.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ER-RE/ler_000a16a_e.zip,2016,er_,economic region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ler_000a16a_e,zip,file,  3.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ER-RE/ler_000a16a_e.zip,2016,er_,economic region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lre_000a16a_f,zip,file,  3.49M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ER-RE/lre_000a16a_f.zip,2016,re_,economic region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lre_000a16a_f,zip,file,  3.49M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ER-RE/lre_000a16a_f.zip,2016,re_,economic region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcef000a16a_f,zip,file,  5.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FED-CEF/lcef000a16a_f.zip,2016,cef,federal electoral district,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcef000a16a_f,zip,file,  5.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FED-CEF/lcef000a16a_f.zip,2016,cef,federal electoral district,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lfed000a16a_e,zip,file,  5.57M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FED-CEF/lfed000a16a_e.zip,2016,fed,federal electoral district,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfed000a16a_e,zip,file,  5.57M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FED-CEF/lfed000a16a_e.zip,2016,fed,federal electoral district,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfsa000a16a_e,zip,file, 14.94M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FSA-RTA/lfsa000a16a_e.zip,2016,fsa,census forward sortation area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfsa000a16a_e,zip,file, 14.94M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FSA-RTA/lfsa000a16a_e.zip,2016,fsa,census forward sortation area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lrta000a16a_f,zip,file, 14.95M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FSA-RTA/lrta000a16a_f.zip,2016,rta,census forward sortation area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrta000a16a_f,zip,file, 14.95M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FSA-RTA/lrta000a16a_f.zip,2016,rta,census forward sortation area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcp_000a16a_f,zip,file,  3.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PC-CP/lcp_000a16a_f.zip,2016,cp_,population centre,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcp_000a16a_f,zip,file,  3.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PC-CP/lcp_000a16a_f.zip,2016,cp_,population centre,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lpc_000a16a_e,zip,file,  3.28M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PC-CP/lpc_000a16a_e.zip,2016,pc_,population centre,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpc_000a16a_e,zip,file,  3.28M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PC-CP/lpc_000a16a_e.zip,2016,pc_,population centre,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpr_000a16a_e,zip,file,  1.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PR-PR/lpr_000a16a_e.zip,2016,pr_,province and territory,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpr_000a16a_e,zip,file,  1.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PR-PR/lpr_000a16a_e.zip,2016,pr_,province and territory,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpr_000a16a_f,zip,file,  1.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PR-PR/lpr_000a16a_f.zip,2016,pr_,province and territory,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lpr_000a16a_f,zip,file,  1.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PR-PR/lpr_000a16a_f.zip,2016,pr_,province and territory,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrnf000r16a_e,zip,file,312.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2016/lrnf000r16a_e.zip,2016,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lrnf000r16a_e,zip,file,312.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2016/lrnf000r16a_e.zip,2016,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lrnf000r16a_f,zip,file,312.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2016/lrnf000r16a_f.zip,2016,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrnf000r16a_f,zip,file,312.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2016/lrnf000r16a_f.zip,2016,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrnf000r17a_e,zip,file,321.91M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2017/lrnf000r17a_e.zip,NA,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfrr000r17a_f,zip,file,321.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2017/lfrr000r17a_f.zip,NA,frr,NA,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrnf000r18a_e,zip,file,342.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2018/lrnf000r18a_e.zip,NA,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfrr000r18a_f,zip,file,342.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2018/lfrr000r18a_f.zip,NA,frr,NA,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrnf000r19f_e,zip,file,257.47M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/GDB/lrnf000r19f_e.zip,NA,rnf,road network file,NA,NA,projection in Lambert conformal conic,canada,english
lfrr000r19f_f,zip,file,257.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/GDB/lfrr000r19f_f.zip,NA,frr,NA,NA,NA,projection in Lambert conformal conic,canada,french
lfrr000r19a_f,zip,file,291.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/SHP/lfrr000r19a_f.zip,NA,frr,NA,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrnf000r19a_e,zip,file,291.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/SHP/lrnf000r19a_e.zip,NA,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lada000b16g_e,zip,file, 44.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ADA-ADA/lada000b16g_e.zip,2016,ada,aggregate dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lada000b16g_e,zip,file, 44.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ADA-ADA/lada000b16g_e.zip,2016,ada,aggregate dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lada000b16g_f,zip,file, 44.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ADA-ADA/lada000b16g_f.zip,2016,ada,aggregate dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lada000b16g_f,zip,file, 44.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ADA-ADA/lada000b16g_f.zip,2016,ada,aggregate dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcar000b16g_e,zip,file, 31.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CAR-RAR/lcar000b16g_e.zip,2016,car,census agricultural region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lcar000b16g_e,zip,file, 31.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CAR-RAR/lcar000b16g_e.zip,2016,car,census agricultural region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lrar000b16g_f,zip,file, 31.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CAR-RAR/lrar000b16g_f.zip,2016,rar,census agricultural region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lrar000b16g_f,zip,file, 31.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CAR-RAR/lrar000b16g_f.zip,2016,rar,census agricultural region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lccs000b16g_e,zip,file, 44.1M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CCS-SRU/lccs000b16g_e.zip,2016,ccs,census consolidated subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lccs000b16g_e,zip,file, 44.1M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CCS-SRU/lccs000b16g_e.zip,2016,ccs,census consolidated subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lsru000b16g_f,zip,file, 44.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CCS-SRU/lsru000b16g_f.zip,2016,sru,census consolidated subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lsru000b16g_f,zip,file, 44.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CCS-SRU/lsru000b16g_f.zip,2016,sru,census consolidated subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcd_000b16g_e,zip,file, 33.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CD-DR/lcd_000b16g_e.zip,2016,cd_,census division,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lcd_000b16g_e,zip,file, 33.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CD-DR/lcd_000b16g_e.zip,2016,cd_,census division,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
ldr_000b16g_f,zip,file, 33.62M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CD-DR/ldr_000b16g_f.zip,2016,dr_,census division,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
ldr_000b16g_f,zip,file, 33.62M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CD-DR/ldr_000b16g_f.zip,2016,dr_,census division,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcma000b16g_e,zip,file,  3.75M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CMA-RMR/lcma000b16g_e.zip,2016,cma,census metropolitan area and census agglomeration,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lcma000b16g_e,zip,file,  3.75M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CMA-RMR/lcma000b16g_e.zip,2016,cma,census metropolitan area and census agglomeration,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lrmr000b16g_f,zip,file,  3.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CMA-RMR/lrmr000b16g_f.zip,2016,rmr,census metropolitan area and census agglomeration,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lrmr000b16g_f,zip,file,  3.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CMA-RMR/lrmr000b16g_f.zip,2016,rmr,census metropolitan area and census agglomeration,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcsd000b16g_e,zip,file, 50.19M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CSD-SDR/lcsd000b16g_e.zip,2016,csd,census subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lcsd000b16g_e,zip,file, 50.19M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CSD-SDR/lcsd000b16g_e.zip,2016,csd,census subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lsdr000b16g_f,zip,file, 50.1M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CSD-SDR/lsdr000b16g_f.zip,2016,sdr,census subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lsdr000b16g_f,zip,file, 50.1M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CSD-SDR/lsdr000b16g_f.zip,2016,sdr,census subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lct_000b16g_e,zip,file,  8.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CT-SR/lct_000b16g_e.zip,2016,ct_,census tract,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lct_000b16g_e,zip,file,  8.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CT-SR/lct_000b16g_e.zip,2016,ct_,census tract,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lsr_000b16g_f,zip,file,  8.7M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CT-SR/lsr_000b16g_f.zip,2016,sr_,census tract,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
